,x,y
1354,i should feel like successful independent woman a la destinys child no,joy
1355,i feel funny telling you about my name change anyway gracias por todo,surprise
1356,i feel guilty to my family my friends who made the introduction for me to that job and somehow i even feel guilty to my boss even though he fooled and lied to me,sadness
1357,i feel lovely,love
1358,i remember feeling more amused than sensing that i was in any real danger however i must have been experiencing a little bit of shock,joy
1359,i feel greedy but too idealistic what is it to expect she would want you to talk to me your proported best friend that she might be happy you have me,anger
1360,im feeling a little gun shy about this,fear
1361,i feel a bit stressed so i get up and take two rescue tablets,sadness
1362,i feel im being hated,sadness
1363,i am feeling so morose right now i hate how little things like this have enough power to distract me from my day to day life,sadness
1364,i also like to knit but dont do it as intensely as when i was nowadays i mostly knit socks which gives me the feeling that watching tv isnt that useless because i can knit while watching a film or series,sadness
1365,i was afraid to clean nicos ears but after his doctor showed me how then i didnt feel like i could hurt him,sadness
1366,i feel that now i am a lot less irritable than i was before,anger
1367,i tend to think that it kinda contributed to my medium intelligence and made me understand and feel things in a clever and sensible way in the visual arts field especially but i m always feeling that i m losing that more and more,joy
1368,i think a lot of the fun there is in meeting the players expectation and making the player feel clever making it seem like they re not just clicking on an option you know,joy
1369,ive had that vomity shocked feeling from jealousy before and its not something you want to keep feeling and its definitely something you want to get resolved as soon as possible,joy
1370,i like to read this when i am feeling inadequate i know mistakes happen and sometimes they are the perfect mistake,sadness
1371,i am sure at least i hope so that the woman who responded by saying so that he could help out with the kids also feel this way but what surprised me was that all the reasons i listed above were second,surprise
1372,i loved the feeling i got during an amazing slalom run whether it was in training or in a race,surprise
1373,i felt out of control i hated myself for feeling it then felt more out of control hated myself for hating that i hated it and it just got worse until i was walking to work in a haze trying to not curl up on the pavement and just,anger
1374,i have a feeling if he balks at the soup it will be divine enough for me to finish all by myself,joy
1375,i feel festive,joy
1376,ill smoke a few cigarettes because im feeling a little nervous,fear
1377,i may not feel hopeful and many days i do not but these truths i must call to mind the lord is my portion therefore i will hope in him,joy
1378,i just feel heartbroken vunerable and sick tonight,sadness
1379,im feeling very indecisive about turning eighteen but hey the age does come with its own ups and downs right,fear
